energy,norm,counts
0.4153690040111542,26.0,26.0
0.4203679859638214,21.0,21.0
0.42536699771881104,18.0,18.0
0.43036600947380066,16.0,16.0
0.4353649914264679,8.0,8.0
0.4403640031814575,18.0,18.0
0.44536298513412476,20.0,20.0
0.4503619968891144,25.0,25.0
0.455361008644104,24.0,24.0
0.46035999059677124,24.0,24.0
0.46535900235176086,13.0,13.0
0.4703580141067505,16.0,16.0
0.4753569960594177,17.0,17.0
0.48035600781440735,17.0,17.0
0.4853549897670746,13.0,13.0
0.4903540015220642,21.0,21.0
0.49535301327705383,24.0,24.0
0.5003520250320435,17.0,17.0
0.5053510069847107,19.0,19.0
0.5103499889373779,19.0,19.0
0.5153489708900452,23.0,23.0
0.5203480124473572,22.0,22.0
0.5253469944000244,20.0,20.0
0.5303459763526917,21.0,21.0
0.5353450179100037,18.0,18.0
0.5403439998626709,32.0,32.0
0.5453429818153381,14.0,14.0
0.5503420233726501,21.0,21.0
0.5553410053253174,24.0,24.0
0.5603399872779846,28.0,28.0
0.5653390288352966,20.0,20.0
0.5703380107879639,21.0,21.0
0.5753369927406311,23.0,23.0
0.5803359746932983,20.0,20.0
0.5853350162506104,16.0,16.0
0.5903339982032776,19.0,19.0
0.5953329801559448,21.0,21.0
0.6003320217132568,32.0,32.0
0.6053310036659241,19.0,19.0
0.6103299856185913,18.0,18.0
0.6153290271759033,10.0,10.0
0.6203280091285706,24.0,24.0
0.6253269910812378,28.0,28.0
0.630325973033905,18.0,18.0
0.635325014591217,25.0,25.0
0.6403239965438843,17.0,17.0
0.6453229784965515,23.0,23.0
0.6503220200538635,27.0,27.0
0.6553210020065308,27.0,27.0
0.660319983959198,18.0,18.0
0.66531902551651,19.0,19.0
0.6703180074691772,16.0,16.0
0.6753169894218445,13.0,13.0
0.6803159713745117,17.0,17.0
0.6853150129318237,18.0,18.0
0.690313994884491,19.0,19.0
0.6953129768371582,14.0,14.0
0.7003120183944702,18.0,18.0
0.7053110003471375,21.0,21.0
0.7103099822998047,21.0,21.0
0.7153090238571167,20.0,20.0
0.7203080058097839,27.0,27.0
0.7253069877624512,18.0,18.0
0.7303060293197632,22.0,22.0
0.7353050112724304,10.0,10.0
0.7403039932250977,21.0,21.0
0.7453029751777649,26.0,26.0
0.7503020167350769,17.0,17.0
0.7553009986877441,19.0,19.0
0.7602999806404114,18.0,18.0
0.7652990221977234,16.0,16.0
0.7702980041503906,19.0,19.0
0.7752969861030579,14.0,14.0
0.7802960276603699,22.0,22.0
0.7852950096130371,21.0,21.0
0.7902939915657043,18.0,18.0
0.7952929735183716,14.0,14.0
0.8002920150756836,16.0,16.0
0.8052909970283508,18.0,18.0
0.8102899789810181,22.0,22.0
0.8152890205383301,13.0,13.0
0.8202880024909973,26.0,26.0
0.8252869844436646,20.0,20.0
0.8302860260009766,28.0,28.0
0.8352850079536438,18.0,18.0
0.840283989906311,17.0,17.0
0.8452829718589783,17.0,17.0
0.8502820134162903,19.0,19.0
0.8552809953689575,33.0,33.0
0.8602799773216248,33.0,33.0
0.8652790188789368,16.0,16.0
0.870278000831604,15.0,15.0
0.8752769827842712,19.0,19.0
0.8802760243415833,19.0,19.0
0.8852750062942505,22.0,22.0
0.8902739882469177,26.0,26.0
0.895272970199585,24.0,24.0
0.900272011756897,23.0,23.0
0.9052709937095642,17.0,17.0
0.9102699756622314,20.0,20.0
0.9152690172195435,24.0,24.0
0.9202679991722107,12.0,12.0
0.9252669811248779,14.0,14.0
0.9302660226821899,15.0,15.0
0.9352650046348572,11.0,11.0
0.9402639865875244,10.0,10.0
0.9452630281448364,16.0,16.0
0.9502620100975037,10.0,10.0
0.9552609920501709,11.0,11.0
0.9602599740028381,14.0,14.0
0.9652590155601501,15.0,15.0
0.9702579975128174,10.0,10.0
0.9752569794654846,6.0,6.0
0.9802560210227966,13.0,13.0
0.9852550029754639,13.0,13.0
0.9902539849281311,8.0,8.0
0.9952530264854431,12.0,12.0
1.0002520084381104,13.0,13.0
1.0052510499954224,8.0,8.0
1.0102499723434448,11.0,11.0
1.0152490139007568,18.0,18.0
1.0202480554580688,5.0,5.0
1.0252469778060913,11.0,11.0
1.0302460193634033,14.0,14.0
1.0352449417114258,7.0,7.0
1.0402439832687378,13.0,13.0
1.0452430248260498,13.0,13.0
1.0502419471740723,13.0,13.0
1.0552409887313843,14.0,14.0
1.0602400302886963,11.0,11.0
1.0652389526367188,13.0,13.0
1.0702379941940308,8.0,8.0
1.0752370357513428,14.0,14.0
1.0802359580993652,14.0,14.0
1.0852349996566772,17.0,17.0
1.0902340412139893,14.0,14.0
1.0952329635620117,5.0,5.0
1.1002320051193237,12.0,12.0
1.1052310466766357,11.0,11.0
1.1102299690246582,11.0,11.0
1.1152290105819702,9.0,9.0
1.1202280521392822,10.0,10.0
1.1252269744873047,12.0,12.0
1.1302260160446167,9.0,9.0
1.1352250576019287,8.0,8.0
1.1402239799499512,11.0,11.0
1.1452230215072632,10.0,10.0
1.1502219438552856,11.0,11.0
1.1552209854125977,7.0,7.0
1.1602200269699097,8.0,8.0
1.1652189493179321,18.0,18.0
1.1702179908752441,7.0,7.0
1.1752170324325562,17.0,17.0
1.1802159547805786,9.0,9.0
1.1852149963378906,8.0,8.0
1.1902140378952026,8.0,8.0
1.195212960243225,10.0,10.0
1.200212001800537,6.0,6.0
1.2052110433578491,13.0,13.0
1.2102099657058716,10.0,10.0
1.2152090072631836,11.0,11.0
1.2202080488204956,8.0,8.0
1.225206971168518,3.0,3.0
1.23020601272583,10.0,10.0
1.235205054283142,9.0,9.0
1.2402039766311646,9.0,9.0
1.2452030181884766,13.0,13.0
1.250201940536499,11.0,11.0
1.255200982093811,6.0,6.0
1.260200023651123,12.0,12.0
1.2651989459991455,13.0,13.0
1.2701979875564575,8.0,8.0
1.2751970291137695,10.0,10.0
1.280195951461792,17.0,17.0
1.285194993019104,6.0,6.0
1.290194034576416,13.0,13.0
1.2951929569244385,10.0,10.0
1.3001919984817505,13.0,13.0
1.3051910400390625,13.0,13.0
1.310189962387085,7.0,7.0
1.315189003944397,5.0,5.0
1.320188045501709,8.0,8.0
1.3251869678497314,12.0,12.0
1.3301860094070435,14.0,14.0
1.3351850509643555,10.0,10.0
1.340183973312378,11.0,11.0
1.34518301486969,5.0,5.0
1.350182056427002,9.0,9.0
1.3551809787750244,8.0,8.0
1.3601800203323364,12.0,12.0
1.3651789426803589,8.0,8.0
1.370177984237671,7.0,7.0
1.375177025794983,8.0,8.0
1.3801759481430054,5.0,5.0
1.3851749897003174,5.0,5.0
1.3901740312576294,10.0,10.0
1.3951729536056519,7.0,7.0
1.4001719951629639,13.0,13.0
1.4051710367202759,10.0,10.0
1.4101699590682983,12.0,12.0
1.4151690006256104,9.0,9.0
1.4201680421829224,8.0,8.0
1.4251669645309448,7.0,7.0
1.4301660060882568,9.0,9.0
1.4351650476455688,12.0,12.0
1.4401639699935913,4.0,4.0
1.4451630115509033,6.0,6.0
1.4501620531082153,6.0,6.0
1.4551609754562378,6.0,6.0
1.4601600170135498,12.0,12.0
1.4651590585708618,14.0,14.0
1.4701579809188843,14.0,14.0
1.4751570224761963,6.0,6.0
1.4801559448242188,7.0,7.0
1.4851549863815308,14.0,14.0
1.4901540279388428,10.0,10.0
1.4951529502868652,12.0,12.0
1.5001519918441772,13.0,13.0
1.5051510334014893,3.0,3.0
1.5101499557495117,7.0,7.0
1.5151489973068237,6.0,6.0
1.5201480388641357,11.0,11.0
1.5251469612121582,11.0,11.0
1.5301460027694702,8.0,8.0
1.5351450443267822,9.0,9.0
1.5401439666748047,9.0,9.0
1.5451430082321167,9.0,9.0
1.5501420497894287,4.0,4.0
1.5551409721374512,12.0,12.0
1.5601400136947632,10.0,10.0
1.5651390552520752,5.0,5.0
1.5701379776000977,14.0,14.0
1.5751370191574097,11.0,11.0
1.5801359415054321,3.0,3.0
1.5851349830627441,6.0,6.0
1.5901340246200562,18.0,18.0
1.5951329469680786,7.0,7.0
1.6001319885253906,6.0,6.0
1.6051310300827026,12.0,12.0
1.610129952430725,10.0,10.0
1.615128993988037,7.0,7.0
1.6201280355453491,8.0,8.0
1.6251269578933716,9.0,9.0
1.6301259994506836,8.0,8.0
1.6351250410079956,6.0,6.0
1.640123963356018,7.0,7.0
1.64512300491333,8.0,8.0
1.650122046470642,11.0,11.0
1.6551209688186646,5.0,5.0
1.6601200103759766,13.0,13.0
1.6651190519332886,2.0,2.0
1.670117974281311,5.0,5.0
1.675117015838623,11.0,11.0
1.680116057395935,6.0,6.0
1.6851149797439575,8.0,8.0
1.6901140213012695,18.0,18.0
1.695112943649292,12.0,12.0
1.700111985206604,9.0,9.0
1.705111026763916,9.0,9.0
1.7101099491119385,6.0,6.0
1.7151089906692505,5.0,5.0
1.7201080322265625,12.0,12.0
1.725106954574585,11.0,11.0
1.730105996131897,10.0,10.0
1.735105037689209,15.0,15.0
1.7401039600372314,5.0,5.0
1.7451030015945435,13.0,13.0
1.7501020431518555,5.0,5.0
1.755100965499878,15.0,15.0
1.76010000705719,5.0,5.0
1.765099048614502,8.0,8.0
1.7700979709625244,7.0,7.0
1.7750970125198364,10.0,10.0
1.7800960540771484,5.0,5.0
1.785094976425171,6.0,6.0
1.790094017982483,3.0,3.0
1.795093059539795,8.0,8.0
1.8000919818878174,6.0,6.0
1.8050910234451294,13.0,13.0
1.8100899457931519,14.0,14.0
1.8150889873504639,5.0,5.0
1.8200880289077759,10.0,10.0
1.8250869512557983,8.0,8.0
1.8300859928131104,6.0,6.0
1.8350850343704224,4.0,4.0
1.8400839567184448,6.0,6.0
1.8450829982757568,12.0,12.0
1.8500820398330688,6.0,6.0
1.8550809621810913,8.0,8.0
1.8600800037384033,7.0,7.0
1.8650790452957153,7.0,7.0
1.8700779676437378,5.0,5.0
1.8750770092010498,12.0,12.0
1.8800760507583618,15.0,15.0
1.8850749731063843,10.0,10.0
1.8900740146636963,6.0,6.0
1.8950730562210083,13.0,13.0
1.9000719785690308,8.0,8.0
1.9050710201263428,3.0,3.0
1.9100699424743652,12.0,12.0
1.9150689840316772,8.0,8.0
1.9200680255889893,7.0,7.0
1.9250669479370117,7.0,7.0
1.9300659894943237,10.0,10.0
1.9350650310516357,5.0,5.0
1.9400639533996582,10.0,10.0
1.9450629949569702,13.0,13.0
1.9500620365142822,11.0,11.0
1.9550609588623047,15.0,15.0
1.9600600004196167,13.0,13.0
1.9650590419769287,10.0,10.0
1.9700579643249512,12.0,12.0
1.9750570058822632,14.0,14.0
1.9800560474395752,7.0,7.0
1.9850549697875977,7.0,7.0
1.9900540113449097,10.0,10.0
1.9950530529022217,5.0,5.0
2.000051975250244,9.0,9.0
2.0050508975982666,21.0,21.0
2.010050058364868,11.0,11.0
2.0150489807128906,15.0,15.0
2.020047903060913,10.0,10.0
2.0250470638275146,6.0,6.0
2.030045986175537,8.0,8.0
2.0350449085235596,9.0,9.0
2.040044069290161,10.0,10.0
2.0450429916381836,5.0,5.0
2.050041913986206,21.0,21.0
2.0550410747528076,8.0,8.0
2.06003999710083,10.0,10.0
2.0650389194488525,16.0,16.0
2.070038080215454,7.0,7.0
2.0750370025634766,4.0,4.0
2.080035924911499,10.0,10.0
2.0850350856781006,8.0,8.0
2.090034008026123,8.0,8.0
2.0950329303741455,11.0,11.0
2.100032091140747,12.0,12.0
2.1050310134887695,6.0,6.0
2.110029935836792,11.0,11.0
2.1150290966033936,9.0,9.0
2.120028018951416,6.0,6.0
2.1250269412994385,14.0,14.0
2.13002610206604,11.0,11.0
2.1350250244140625,8.0,8.0
2.140023946762085,9.0,9.0
2.1450231075286865,15.0,15.0
2.150022029876709,11.0,11.0
2.1550209522247314,14.0,14.0
2.160020112991333,6.0,6.0
2.1650190353393555,11.0,11.0
2.170017957687378,10.0,10.0
2.1750171184539795,7.0,7.0
2.180016040802002,13.0,13.0
2.1850149631500244,9.0,9.0
2.190013885498047,11.0,11.0
2.1950130462646484,9.0,9.0
2.200011968612671,8.0,8.0
2.2050108909606934,10.0,10.0
2.210010051727295,12.0,12.0
2.2150089740753174,12.0,12.0
2.22000789642334,17.0,17.0
2.2250070571899414,12.0,12.0
2.230005979537964,15.0,15.0
2.2350049018859863,14.0,14.0
2.240004062652588,21.0,21.0
2.2450029850006104,13.0,13.0
2.250001907348633,20.0,20.0
2.2550010681152344,12.0,12.0
2.259999990463257,28.0,28.0
2.2649989128112793,27.0,27.0
2.269998073577881,24.0,24.0
2.2749969959259033,27.0,27.0
2.279995918273926,31.0,31.0
2.2849950790405273,37.0,37.0
2.28999400138855,38.0,38.0
2.2949929237365723,27.0,27.0
2.299992084503174,37.0,37.0
2.3049910068511963,34.0,34.0
2.3099899291992188,38.0,38.0
2.3149890899658203,41.0,41.0
2.3199880123138428,33.0,33.0
2.3249869346618652,34.0,34.0
2.329986095428467,42.0,42.0
2.3349850177764893,36.0,36.0
2.3399839401245117,33.0,33.0
2.3449831008911133,39.0,39.0
2.3499820232391357,34.0,34.0
2.354980945587158,35.0,35.0
2.3599801063537598,24.0,24.0
2.3649790287017822,31.0,31.0
2.3699779510498047,14.0,14.0
2.3749771118164062,15.0,15.0
2.3799760341644287,21.0,21.0
2.384974956512451,18.0,18.0
2.3899741172790527,19.0,19.0
2.394973039627075,22.0,22.0
2.3999719619750977,17.0,17.0
2.40497088432312,20.0,20.0
2.4099700450897217,18.0,18.0
2.414968967437744,21.0,21.0
2.4199678897857666,15.0,15.0
2.424967050552368,23.0,23.0
2.4299659729003906,18.0,18.0
2.434964895248413,17.0,17.0
2.4399640560150146,14.0,14.0
2.444962978363037,24.0,24.0
2.4499619007110596,16.0,16.0
2.454961061477661,24.0,24.0
2.4599599838256836,17.0,17.0
2.464958906173706,8.0,8.0
2.4699580669403076,29.0,29.0
2.47495698928833,15.0,15.0
2.4799559116363525,18.0,18.0
2.484955072402954,26.0,26.0
2.4899539947509766,36.0,36.0
2.494952917098999,36.0,36.0
2.4999520778656006,34.0,34.0
2.504951000213623,40.0,40.0
2.5099499225616455,49.0,49.0
2.514949083328247,56.0,56.0
2.5199480056762695,48.0,48.0
2.524946928024292,47.0,47.0
2.5299460887908936,74.0,74.0
2.534945011138916,67.0,67.0
2.5399439334869385,117.0,117.0
2.54494309425354,101.0,101.0
2.5499420166015625,137.0,137.0
2.554940938949585,158.0,158.0
2.5599400997161865,166.0,166.0
2.564939022064209,207.0,207.0
2.5699379444122314,247.0,247.0
2.574937105178833,277.0,277.0
2.5799360275268555,290.0,290.0
2.584934949874878,318.0,318.0
2.5899341106414795,365.0,365.0
2.594933032989502,421.0,421.0
2.5999319553375244,470.0,470.0
2.604931116104126,437.0,437.0
2.6099300384521484,527.0,527.0
2.614928960800171,548.0,548.0
2.6199278831481934,528.0,528.0
2.624927043914795,557.0,557.0
2.6299259662628174,515.0,515.0
2.63492488861084,510.0,510.0
2.6399240493774414,504.0,504.0
2.644922971725464,488.0,488.0
2.6499218940734863,476.0,476.0
2.654921054840088,452.0,452.0
2.6599199771881104,381.0,381.0
2.664918899536133,358.0,358.0
2.6699180603027344,327.0,327.0
2.674916982650757,315.0,315.0
2.6799159049987793,280.0,280.0
2.684915065765381,248.0,248.0
2.6899139881134033,209.0,209.0
2.694912910461426,202.0,202.0
2.6999120712280273,149.0,149.0
2.70491099357605,147.0,147.0
2.7099099159240723,118.0,118.0
2.714909076690674,103.0,103.0
2.7199079990386963,69.0,69.0
2.7249069213867188,63.0,63.0
2.7299060821533203,71.0,71.0
2.7349050045013428,67.0,67.0
2.7399039268493652,56.0,56.0
2.744903087615967,48.0,48.0
2.7499020099639893,41.0,41.0
2.7549009323120117,57.0,57.0
2.7599000930786133,60.0,60.0
2.7648990154266357,43.0,43.0
2.769897937774658,55.0,55.0
2.7748970985412598,61.0,61.0
2.7798960208892822,85.0,85.0
2.7848949432373047,76.0,76.0
2.7898941040039062,73.0,73.0
2.7948930263519287,73.0,73.0
2.799891948699951,64.0,64.0
2.8048911094665527,81.0,81.0
2.809890031814575,96.0,96.0
2.8148889541625977,80.0,80.0
2.819888114929199,84.0,84.0
2.8248870372772217,92.0,92.0
2.829885959625244,77.0,77.0
2.8348848819732666,83.0,83.0
2.839884042739868,94.0,94.0
2.8448829650878906,87.0,87.0
2.849881887435913,75.0,75.0
2.8548810482025146,60.0,60.0
2.859879970550537,58.0,58.0
2.8648788928985596,65.0,65.0
2.869878053665161,60.0,60.0
2.8748769760131836,46.0,46.0
2.879875898361206,66.0,66.0
2.8848750591278076,54.0,54.0
2.88987398147583,42.0,42.0
2.8948729038238525,44.0,44.0
2.899872064590454,48.0,48.0
2.9048709869384766,46.0,46.0
2.909869909286499,43.0,43.0
2.9148690700531006,68.0,68.0
2.919867992401123,44.0,44.0
2.9248669147491455,63.0,63.0
2.929866075515747,55.0,55.0
2.9348649978637695,59.0,59.0
2.939863920211792,65.0,65.0
2.9448630809783936,60.0,60.0
2.949862003326416,58.0,58.0
2.9548609256744385,65.0,65.0
2.95986008644104,59.0,59.0
2.9648590087890625,57.0,57.0
2.969857931137085,64.0,64.0
2.9748570919036865,68.0,68.0
2.979856014251709,58.0,58.0
2.9848549365997314,52.0,52.0
2.989854097366333,47.0,47.0
2.9948530197143555,58.0,58.0
2.999851942062378,43.0,43.0
3.0048511028289795,48.0,48.0
3.009850025177002,42.0,42.0
3.0148489475250244,38.0,38.0
3.019848108291626,34.0,34.0
3.0248470306396484,22.0,22.0
3.029845952987671,25.0,25.0
3.0348451137542725,25.0,25.0
3.039844036102295,14.0,14.0
3.0448429584503174,20.0,20.0
3.04984188079834,20.0,20.0
3.0548410415649414,12.0,12.0
3.059839963912964,8.0,8.0
3.0648388862609863,16.0,16.0
3.069838047027588,10.0,10.0
3.0748369693756104,5.0,5.0
3.079835891723633,9.0,9.0
3.0848350524902344,4.0,4.0
3.089833974838257,5.0,5.0
3.0948328971862793,7.0,7.0
3.099832057952881,13.0,13.0
3.1048309803009033,3.0,3.0
3.109829902648926,9.0,9.0
3.1148290634155273,10.0,10.0
3.11982798576355,7.0,7.0
3.1248269081115723,8.0,8.0
3.129826068878174,10.0,10.0
3.1348249912261963,13.0,13.0
3.1398239135742188,7.0,7.0
3.1448230743408203,5.0,5.0
3.1498219966888428,15.0,15.0
3.1548209190368652,16.0,16.0
3.159820079803467,8.0,8.0
3.1648190021514893,16.0,16.0
3.1698179244995117,11.0,11.0
3.1748170852661133,9.0,9.0
3.1798160076141357,16.0,16.0
3.184814929962158,14.0,14.0
3.1898140907287598,9.0,9.0
3.1948130130767822,15.0,15.0
3.1998119354248047,15.0,15.0
3.2048110961914062,14.0,14.0
3.2098100185394287,10.0,10.0
3.214808940887451,11.0,11.0
3.2198081016540527,6.0,6.0
3.224807024002075,18.0,18.0
3.2298059463500977,6.0,6.0
3.234805107116699,13.0,13.0
3.2398040294647217,5.0,5.0
3.244802951812744,4.0,4.0
3.2498021125793457,9.0,9.0
3.254801034927368,7.0,7.0
3.2597999572753906,9.0,9.0
3.264799118041992,3.0,3.0
3.2697980403900146,12.0,12.0
3.274796962738037,2.0,2.0
3.2797958850860596,6.0,6.0
3.284795045852661,9.0,9.0
3.2897939682006836,9.0,9.0
3.294792890548706,2.0,2.0
3.2997920513153076,8.0,8.0
3.30479097366333,6.0,6.0
3.3097898960113525,7.0,7.0
3.314789056777954,2.0,2.0
3.3197879791259766,8.0,8.0
3.324786901473999,4.0,4.0
3.3297860622406006,4.0,4.0
3.334784984588623,5.0,5.0
3.3397839069366455,5.0,5.0
3.344783067703247,4.0,4.0
3.3497819900512695,4.0,4.0
3.354780912399292,6.0,6.0
3.3597800731658936,6.0,6.0
3.364778995513916,2.0,2.0
3.3697779178619385,5.0,5.0
3.37477707862854,1.0,1.0
3.3797760009765625,12.0,12.0
3.384774923324585,5.0,5.0
3.3897740840911865,5.0,5.0
3.394773006439209,9.0,9.0
3.3997719287872314,4.0,4.0
3.404771089553833,4.0,4.0
3.4097700119018555,6.0,6.0
3.414768934249878,0.0,0.0
3.4197680950164795,8.0,8.0
3.424767017364502,9.0,9.0
3.4297659397125244,7.0,7.0
3.434765100479126,5.0,5.0
3.4397640228271484,9.0,9.0
3.444762945175171,0.0,0.0
3.4497621059417725,6.0,6.0
3.454761028289795,8.0,8.0
3.4597599506378174,3.0,3.0
3.464759111404419,5.0,5.0
3.4697580337524414,4.0,4.0
3.474756956100464,10.0,10.0
3.4797561168670654,2.0,2.0
3.484755039215088,8.0,8.0
3.4897539615631104,3.0,3.0
3.494752883911133,3.0,3.0
3.4997520446777344,7.0,7.0
3.504750967025757,2.0,2.0
3.5097498893737793,8.0,8.0
3.514749050140381,8.0,8.0
3.5197479724884033,7.0,7.0
3.524746894836426,6.0,6.0
3.5297460556030273,3.0,3.0
3.53474497795105,11.0,11.0
3.5397439002990723,6.0,6.0
3.544743061065674,7.0,7.0
3.5497419834136963,8.0,8.0
3.5547409057617188,10.0,10.0
3.5597400665283203,6.0,6.0
3.5647389888763428,7.0,7.0
3.5697379112243652,14.0,14.0
3.574737071990967,11.0,11.0
3.5797359943389893,20.0,20.0
3.5847349166870117,24.0,24.0
3.5897340774536133,33.0,33.0
3.5947329998016357,26.0,26.0
3.599731922149658,35.0,35.0
3.6047310829162598,50.0,50.0
3.6097300052642822,46.0,46.0
3.6147289276123047,65.0,65.0
3.6197280883789062,62.0,62.0
3.6247270107269287,77.0,77.0
3.629725933074951,69.0,69.0
3.6347250938415527,75.0,75.0
